,house_type_id,is_renewal_needed,is_new_development,m2,n_rooms,n_bathrooms,floor,is_exterior,has_lift,has_parking,has_storage_room,has_terrace,has_balcony,has_pool,latitude,longitude,buy_price
1475,0,0,0,56.0,2,1.0,3.0,1,0,0,0,0,0,0,40.37980770000001,-3.7152115887442614,112000
1476,0,0,0,65.0,3,1.0,4.0,1,0,0,0,1,0,0,40.3836929,-3.6990958688243847,125000
1477,0,0,0,82.0,3,2.0,2.0,1,1,0,0,1,0,0,40.39001560000001,-3.705424335977733,225000
1479,0,0,0,65.0,3,1.0,3.0,0,0,0,0,1,0,0,40.3836929,-3.6990958688243847,126000
1480,0,0,0,127.0,3,2.0,4.0,1,1,1,1,0,0,1,40.37415595,-3.69876507544298,295000
1481,0,0,0,58.0,2,1.0,1.0,1,0,0,0,1,1,0,40.39001560000001,-3.705424335977733,135000
1482,0,0,0,61.0,2,1.0,3.0,0,0,0,0,0,0,0,40.3836929,-3.6990958688243847,157000
1484,0,1,0,60.0,2,1.0,3.0,0,0,0,0,1,0,0,40.37863215,-3.7059501892991937,110000
1489,0,0,0,60.0,2,1.0,2.0,1,0,0,0,1,0,0,40.3836929,-3.6990958688243847,127000
1490,0,0,0,72.0,3,1.0,1.0,1,0,0,0,1,0,0,40.39001560000001,-3.705424335977733,139000
1491,0,1,0,81.0,2,1.0,2.0,1,0,1,0,1,0,0,40.37415595,-3.69876507544298,139000
1492,0,1,0,60.0,3,1.0,2.0,1,1,0,0,0,0,0,40.39001560000001,-3.705424335977733,154000
1494,0,0,0,65.0,2,1.0,3.0,1,0,0,0,1,1,0,40.39001560000001,-3.705424335977733,140000
1495,0,0,0,79.0,2,2.0,2.0,1,1,1,1,1,0,1,40.3836929,-3.6990958688243847,295000
1496,0,0,0,114.0,3,3.0,2.0,1,1,0,0,1,1,0,40.37415595,-3.69876507544298,190000
1498,0,0,0,65.0,2,1.0,4.0,1,0,0,0,1,0,0,40.39001560000001,-3.705424335977733,133000
1499,0,0,0,118.0,4,2.0,6.0,1,1,1,0,1,0,0,40.39001560000001,-3.705424335977733,370000
1501,0,0,0,95.0,2,2.0,7.0,1,1,1,1,0,0,1,40.3719909,-3.6903920331665687,235000
1502,0,0,0,100.0,3,2.0,3.0,1,1,0,0,0,0,0,40.37415595,-3.69876507544298,155000
1503,0,0,0,65.0,3,1.0,0.0,1,0,0,0,0,0,0,40.37863215,-3.7059501892991937,120000
1504,0,1,0,106.0,4,1.0,2.0,1,0,0,0,1,0,0,40.39001560000001,-3.705424335977733,230000
1505,0,1,0,100.0,2,1.0,2.0,1,1,0,1,1,0,0,40.39001560000001,-3.705424335977733,140000
1506,0,0,0,97.0,3,2.0,4.0,1,1,1,1,0,0,1,40.37415595,-3.69876507544298,335000
1509,0,0,0,58.0,2,1.0,2.0,1,0,0,0,0,0,0,40.39001560000001,-3.705424335977733,149900
1510,0,0,0,49.0,2,1.0,4.0,1,0,0,1,1,0,0,40.37863215,-3.7059501892991937,90000
1511,0,1,0,80.0,3,1.0,2.0,1,1,0,0,0,0,0,40.3836929,-3.6990958688243847,155000
1512,0,0,0,80.0,3,1.0,4.0,1,0,0,0,0,1,0,40.39001560000001,-3.705424335977733,150000
1517,1,0,0,172.0,4,3.0,3.0,1,1,1,1,1,1,0,40.37863215,-3.7059501892991937,450000
1520,0,0,0,52.0,2,1.0,1.0,0,0,0,0,0,0,0,40.3836929,-3.6990958688243847,115000
1521,0,0,0,80.0,3,1.0,0.0,1,0,0,0,0,0,0,40.3836929,-3.6990958688243847,128000
1522,0,0,0,75.0,3,1.0,0.0,1,1,0,0,0,0,0,40.3719909,-3.6903920331665687,220000
1524,0,0,0,108.0,3,2.0,1.0,1,1,1,1,0,0,0,40.3719909,-3.6903920331665687,239000
1527,0,0,0,88.0,2,2.0,8.0,1,1,1,1,1,0,0,40.3719909,-3.6903920331665687,230000
1529,0,1,0,73.0,3,1.0,3.0,1,0,0,0,0,0,0,40.39001560000001,-3.705424335977733,130000
1530,0,1,0,80.0,4,1.0,3.0,1,1,0,0,1,0,0,40.37415595,-3.69876507544298,154000
1531,0,0,0,65.0,3,1.0,1.0,1,1,0,1,1,0,0,40.3719909,-3.6903920331665687,128000
1532,0,0,0,80.0,3,1.0,0.0,1,0,0,1,0,0,0,40.37415595,-3.69876507544298,155000
1533,0,0,0,75.0,3,1.0,7.0,1,1,0,0,0,0,0,40.3836929,-3.6990958688243847,180000
1534,0,0,0,73.0,3,1.0,3.0,1,0,0,0,0,0,0,40.39001560000001,-3.705424335977733,130000
1538,0,1,0,57.0,2,1.0,3.0,1,0,0,0,0,0,0,40.37863215,-3.7059501892991937,110000
1539,0,0,0,85.0,2,1.0,1.0,1,0,0,0,0,0,0,40.37980770000001,-3.7152115887442614,150000
1541,2,0,0,73.0,2,2.0,1.0,1,0,0,0,1,0,0,40.3836929,-3.6990958688243847,270000
1545,0,0,0,96.0,3,2.0,2.0,1,1,0,0,0,0,0,40.39001560000001,-3.705424335977733,220000
1548,0,0,0,90.0,4,1.0,2.0,1,1,0,1,0,0,0,40.37415595,-3.69876507544298,150000
1549,0,0,0,88.0,2,2.0,1.0,1,1,1,0,1,0,0,40.3719909,-3.6903920331665687,240000
1550,0,0,0,65.0,2,1.0,1.0,0,0,0,0,0,0,0,40.3836929,-3.6990958688243847,109000
1554,0,0,0,88.0,2,1.0,6.0,1,1,1,0,0,0,1,40.37415595,-3.69876507544298,229000
1556,0,1,0,77.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3719909,-3.6903920331665687,125000
1557,0,0,0,67.0,3,1.0,3.0,1,0,0,0,0,0,0,40.3836929,-3.6990958688243847,139000
1558,0,0,0,70.0,3,1.0,4.0,1,0,0,0,0,0,0,40.39001560000001,-3.705424335977733,133000
1559,0,0,0,55.0,2,1.0,2.0,1,0,0,0,0,0,0,40.37863215,-3.7059501892991937,129000
1560,0,0,0,67.0,3,1.0,3.0,1,0,0,0,0,0,0,40.3836929,-3.6990958688243847,139000
1561,0,0,0,62.0,3,1.0,2.0,1,1,0,0,0,0,0,40.37980770000001,-3.7152115887442614,118000
1562,0,0,0,52.0,3,1.0,3.0,1,0,0,0,0,1,0,40.3836929,-3.6990958688243847,110000
1564,0,0,0,50.0,1,1.0,0.0,1,0,0,0,0,0,0,40.37863215,-3.7059501892991937,99000
1566,0,0,0,62.0,2,1.0,0.0,0,0,0,0,1,0,0,40.37863215,-3.7059501892991937,198000
1568,0,0,0,78.0,2,1.0,1.0,1,0,0,0,1,0,0,40.37863215,-3.7059501892991937,220000
1569,2,0,0,87.0,3,1.0,2.0,1,0,0,0,0,0,0,40.37863215,-3.7059501892991937,220000
1571,0,0,0,70.0,3,1.0,3.0,1,0,0,0,0,0,0,40.3836929,-3.6990958688243847,139000
1574,0,0,0,99.0,3,1.0,4.0,1,0,0,0,0,1,0,40.39001560000001,-3.705424335977733,200000
1577,0,0,0,80.0,3,1.0,6.0,1,1,0,0,1,0,0,40.37415595,-3.69876507544298,155000
1578,0,1,0,70.0,3,1.0,3.0,1,0,0,0,1,0,0,40.37863215,-3.7059501892991937,110000
1579,0,0,0,90.0,3,2.0,7.0,1,1,1,0,0,0,0,40.39001560000001,-3.705424335977733,280000
1580,0,0,0,120.0,3,2.0,3.0,1,1,1,1,0,1,1,40.36727875,-3.712509095606202,245000
1581,0,0,0,51.0,2,1.0,2.0,1,0,0,0,1,0,0,40.3836929,-3.6990958688243847,240000
1582,0,0,0,75.0,2,1.0,0.0,1,1,0,0,0,0,0,40.37980770000001,-3.7152115887442614,138000
1585,0,0,0,66.0,3,1.0,2.0,1,0,0,0,1,0,0,40.37980770000001,-3.7152115887442614,146000
1586,0,0,0,126.0,3,2.0,1.0,1,1,1,1,0,0,1,40.37415595,-3.69876507544298,350000
1587,0,0,0,77.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3836929,-3.6990958688243847,165000
1588,0,0,0,45.0,2,1.0,3.0,1,0,0,0,0,0,0,40.37863215,-3.7059501892991937,125000
1590,0,0,0,70.0,3,1.0,1.0,1,0,0,0,0,0,0,40.3836929,-3.6990958688243847,156000
1591,0,0,0,52.0,2,1.0,2.0,1,0,0,1,0,0,0,40.37863215,-3.7059501892991937,109000
1592,0,0,0,97.0,3,1.0,2.0,1,0,0,0,1,0,0,40.37980770000001,-3.7152115887442614,159000
1593,0,0,0,65.0,2,1.0,2.0,1,0,0,0,0,0,0,40.39001560000001,-3.705424335977733,140000
1594,0,0,0,55.0,1,1.0,1.0,1,1,0,1,0,1,0,40.37980770000001,-3.7152115887442614,159000
1595,0,0,0,68.0,3,1.0,4.0,1,0,0,0,1,0,0,40.3719909,-3.6903920331665687,115000
1598,0,0,0,95.0,3,2.0,6.0,1,1,1,0,0,0,0,40.37415595,-3.69876507544298,390000
1600,0,0,0,73.0,2,1.0,2.0,1,1,0,0,0,0,0,40.3836929,-3.6990958688243847,260000
1603,0,0,0,105.0,3,2.0,2.0,1,1,0,1,0,1,1,40.3719909,-3.6903920331665687,249999
1604,0,0,0,58.0,2,1.0,3.0,1,0,0,0,0,0,0,40.37980770000001,-3.7152115887442614,135000
1605,0,0,0,128.0,4,2.0,3.0,1,1,1,1,0,0,1,40.3719909,-3.6903920331665687,275000
1606,0,0,0,110.0,3,1.0,1.0,1,1,0,1,0,0,0,40.39001560000001,-3.705424335977733,290000
1607,0,0,0,91.0,4,1.0,2.0,0,1,0,0,0,0,0,40.39001560000001,-3.705424335977733,225000
1610,0,0,0,70.0,2,1.0,1.0,1,1,0,0,0,1,0,40.39001560000001,-3.705424335977733,165000
1611,0,0,0,76.0,2,1.0,1.0,1,0,0,0,0,0,0,40.3836929,-3.6990958688243847,169000
1612,0,0,0,80.0,2,2.0,0.0,1,0,0,1,0,0,0,40.39001560000001,-3.705424335977733,140000
1613,0,0,0,70.0,2,1.0,1.0,1,1,0,0,1,0,0,40.3719909,-3.6903920331665687,105000
1614,0,0,0,45.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3836929,-3.6990958688243847,115000
1617,0,0,0,105.0,3,1.0,3.0,1,1,0,1,1,0,0,40.37863215,-3.7059501892991937,240000
1619,0,0,0,59.0,2,1.0,3.0,1,0,0,0,1,0,0,40.37980770000001,-3.7152115887442614,112000
1620,0,0,0,70.0,3,1.0,3.0,1,0,0,0,1,0,0,40.37980770000001,-3.7152115887442614,115000
1621,0,0,0,57.0,3,1.0,4.0,0,0,0,0,0,0,0,40.37863215,-3.7059501892991937,127000
1622,0,0,0,65.0,2,1.0,1.0,1,0,0,0,0,0,0,40.3836929,-3.6990958688243847,165000
1626,0,0,0,95.0,2,1.0,2.0,1,1,1,1,0,0,1,40.3836929,-3.6990958688243847,385000
1628,0,1,0,53.0,3,1.0,1.0,1,0,0,0,0,0,0,40.37863215,-3.7059501892991937,110000
1630,0,0,0,56.0,2,1.0,2.0,1,0,0,0,1,0,0,40.3836929,-3.6990958688243847,145000
1631,0,0,0,60.0,3,1.0,2.0,1,0,0,0,1,0,0,40.37980770000001,-3.7152115887442614,119000
1633,0,1,0,115.0,4,2.0,1.0,1,0,0,0,1,1,0,40.37863215,-3.7059501892991937,215000
1635,0,0,0,85.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3719909,-3.6903920331665687,145000
1637,0,0,0,87.0,3,1.0,2.0,1,1,0,1,1,0,0,40.39001560000001,-3.705424335977733,300000
1639,1,0,0,71.0,2,1.0,1.0,1,0,0,0,1,0,0,40.39001560000001,-3.705424335977733,200000
1642,0,1,0,100.0,4,2.0,0.0,0,1,0,0,1,0,0,40.3836929,-3.6990958688243847,190000
1643,0,0,0,110.0,3,2.0,1.0,1,1,1,1,1,0,0,40.3719909,-3.6903920331665687,255000
1644,0,1,0,41.0,3,1.0,1.0,1,0,0,0,0,0,0,40.3836929,-3.6990958688243847,105000
1645,0,0,0,84.0,2,2.0,2.0,1,1,1,1,0,0,0,40.3836929,-3.6990958688243847,290000
1646,0,0,0,68.0,2,1.0,1.0,1,1,0,0,0,0,0,40.3836929,-3.6990958688243847,199000
1649,0,1,0,77.0,3,1.0,3.0,1,0,0,0,1,0,0,40.39001560000001,-3.705424335977733,129900
1651,0,1,0,50.0,2,1.0,1.0,1,0,0,0,0,0,0,40.37863215,-3.7059501892991937,95000
1652,0,0,0,85.0,2,2.0,1.0,1,1,1,1,0,0,0,40.36727875,-3.712509095606202,188999
1654,0,0,0,87.0,3,1.0,3.0,1,0,1,1,1,0,0,40.37980770000001,-3.7152115887442614,155000
1656,2,0,0,62.0,2,1.0,7.0,1,1,1,1,1,0,1,40.36727875,-3.712509095606202,250000
1657,0,1,0,120.0,4,2.0,1.0,1,0,0,0,1,0,0,40.3836929,-3.6990958688243847,190000
1658,0,0,0,60.0,1,1.0,2.0,1,1,0,0,0,0,0,40.39001560000001,-3.705424335977733,180000
1659,0,0,0,67.0,1,1.0,2.0,1,1,1,0,0,0,1,40.3719909,-3.6903920331665687,220000
1660,0,0,0,70.0,2,1.0,4.0,1,0,0,0,0,0,0,40.39001560000001,-3.705424335977733,199000
1663,0,0,0,61.0,2,1.0,0.0,1,0,0,0,0,0,0,40.37863215,-3.7059501892991937,128000
1664,0,1,0,60.0,3,1.0,1.0,1,0,0,0,0,0,0,40.39001560000001,-3.705424335977733,172000
1665,0,0,0,62.0,3,1.0,2.0,1,0,0,0,0,0,0,40.39001560000001,-3.705424335977733,155000
1667,0,0,0,62.0,3,1.0,3.0,1,0,0,0,1,0,0,40.37863215,-3.7059501892991937,125000
1668,0,1,0,49.0,2,1.0,0.0,1,1,0,0,0,0,0,40.39001560000001,-3.705424335977733,105000
1669,0,0,0,60.0,1,2.0,0.0,1,0,0,0,0,0,0,40.39001560000001,-3.705424335977733,180000
1670,0,0,0,59.0,3,1.0,4.0,1,0,0,0,0,0,0,40.39001560000001,-3.705424335977733,132000
1671,0,1,0,80.0,3,1.0,0.0,1,0,0,0,0,0,0,40.37415595,-3.69876507544298,160000
1672,0,1,0,75.0,3,2.0,3.0,1,0,0,1,1,0,0,40.37863215,-3.7059501892991937,170000
1673,0,0,0,70.0,2,2.0,1.0,1,1,1,1,0,0,0,40.36727875,-3.712509095606202,189000
1674,0,0,0,57.0,2,1.0,2.0,1,0,0,0,1,0,0,40.37863215,-3.7059501892991937,110000
1675,0,0,0,80.0,2,1.0,3.0,1,1,0,0,0,0,0,40.39001560000001,-3.705424335977733,440000
1677,0,0,0,110.0,2,2.0,2.0,1,1,1,1,0,0,1,40.37415595,-3.69876507544298,275000
1678,0,0,0,42.0,2,1.0,2.0,1,1,0,0,0,0,0,40.39001560000001,-3.705424335977733,140000
1679,0,0,0,68.0,3,1.0,5.0,1,0,0,0,0,0,0,40.3836929,-3.6990958688243847,150000
1680,0,1,0,100.0,3,2.0,1.0,1,0,0,0,1,1,0,40.3836929,-3.6990958688243847,190000
1681,0,0,0,87.0,2,1.0,2.0,1,0,0,1,1,1,0,40.37863215,-3.7059501892991937,199000
1682,0,0,0,73.0,2,1.0,3.0,1,0,0,0,1,0,0,40.39001560000001,-3.705424335977733,169900
1683,0,0,0,78.0,3,1.0,2.0,1,1,0,0,1,0,0,40.39001560000001,-3.705424335977733,164000
1684,0,0,0,100.0,3,2.0,8.0,1,1,1,1,0,0,1,40.3719909,-3.6903920331665687,360000
1687,0,0,0,92.0,2,2.0,5.0,1,1,1,1,0,0,1,40.3719909,-3.6903920331665687,245000
1688,0,0,0,65.0,2,1.0,2.0,0,0,0,0,0,0,0,40.37863215,-3.7059501892991937,145000
1689,0,0,0,35.0,2,1.0,1.0,1,0,0,0,0,0,0,40.37863215,-3.7059501892991937,130000
1690,0,0,0,60.0,3,1.0,2.0,1,0,0,0,1,1,0,40.3836929,-3.6990958688243847,180000
1691,1,0,0,105.0,2,2.0,3.0,1,1,0,1,1,0,0,40.37863215,-3.7059501892991937,300000
1692,0,0,0,47.0,2,1.0,1.0,0,0,0,0,0,0,0,40.3836929,-3.6990958688243847,115000
1694,0,1,0,75.0,3,1.0,1.0,1,0,0,0,1,1,0,40.37980770000001,-3.7152115887442614,127000
1695,0,0,0,62.0,1,1.0,1.0,1,1,0,0,1,0,0,40.39001560000001,-3.705424335977733,157000
1696,0,0,0,120.0,3,2.0,1.0,1,1,1,0,0,0,1,40.3719909,-3.6903920331665687,260000
1697,0,0,0,62.0,2,1.0,3.0,1,1,0,0,0,0,0,40.3836929,-3.6990958688243847,150000
1699,0,0,0,60.0,2,1.0,4.0,1,0,0,0,0,0,0,40.3836929,-3.6990958688243847,110000
1700,0,0,0,95.0,3,1.0,7.0,1,1,0,0,1,0,0,40.37415595,-3.69876507544298,230000
1701,0,0,0,86.0,2,2.0,5.0,1,1,0,0,0,0,1,40.3719909,-3.6903920331665687,225000
1702,0,0,0,105.0,3,2.0,2.0,1,1,1,1,0,0,1,40.3719909,-3.6903920331665687,280000
1703,0,0,0,64.0,2,1.0,1.0,1,0,1,0,1,0,0,40.37980770000001,-3.7152115887442614,210000
1704,0,0,0,94.0,3,1.0,1.0,1,1,0,0,1,0,0,40.37863215,-3.7059501892991937,180000
1705,0,0,0,99.0,3,2.0,1.0,1,1,0,0,0,0,0,40.37415595,-3.69876507544298,200000
1708,0,0,0,70.0,3,1.0,3.0,1,1,0,0,1,0,0,40.39001560000001,-3.705424335977733,165000
1711,0,0,0,68.0,3,1.0,2.0,1,0,0,0,0,1,0,40.37980770000001,-3.7152115887442614,146000
1712,0,0,0,70.0,2,1.0,2.0,1,0,0,0,0,0,0,40.3836929,-3.6990958688243847,160000
1715,0,1,0,55.0,2,1.0,3.0,0,0,0,0,0,0,0,40.3836929,-3.6990958688243847,90000
1716,0,0,0,69.0,3,1.0,3.0,1,0,0,0,0,0,0,40.39001560000001,-3.705424335977733,146000
1718,0,1,0,79.0,3,1.0,4.0,1,1,0,0,0,0,0,40.3836929,-3.6990958688243847,170000
1724,0,0,0,115.0,3,2.0,2.0,1,1,0,0,1,0,0,40.36727875,-3.712509095606202,175000
1726,0,0,0,84.0,4,2.0,2.0,1,0,0,0,1,0,0,40.37415595,-3.69876507544298,139000
1728,0,0,0,80.0,3,1.0,1.0,1,1,0,0,1,1,0,40.3719909,-3.6903920331665687,129000
1729,0,1,0,80.0,3,1.0,1.0,1,0,0,1,1,0,0,40.3719909,-3.6903920331665687,129000
1730,0,0,0,122.0,4,2.0,6.0,1,1,1,1,1,0,1,40.36727875,-3.712509095606202,320000
1731,0,0,0,46.0,1,1.0,1.0,1,0,0,0,0,0,0,40.37863215,-3.7059501892991937,99999
1732,0,0,0,95.0,3,1.0,3.0,1,1,0,0,1,0,0,40.3719909,-3.6903920331665687,190000
1735,0,0,0,75.0,3,1.0,3.0,1,1,0,0,0,0,0,40.39001560000001,-3.705424335977733,170000
1736,0,0,0,80.0,3,1.0,3.0,1,0,0,0,0,0,0,40.3836929,-3.6990958688243847,175000
1740,0,0,0,98.0,3,2.0,2.0,1,1,1,1,0,0,1,40.3719909,-3.6903920331665687,275000
1741,0,0,0,70.0,2,1.0,0.0,1,0,1,1,1,0,0,40.3836929,-3.6990958688243847,150000
1742,0,0,0,49.0,2,1.0,3.0,1,0,0,0,1,0,0,40.3836929,-3.6990958688243847,125000
1743,0,0,0,63.0,3,1.0,1.0,1,1,0,0,1,0,0,40.37980770000001,-3.7152115887442614,125000
1744,2,0,0,100.0,2,2.0,7.0,1,1,1,1,1,0,1,40.36727875,-3.712509095606202,270000
1745,0,0,0,87.0,2,2.0,6.0,1,1,1,1,0,0,1,40.36727875,-3.712509095606202,225000
1746,0,0,0,118.0,3,2.0,3.0,1,0,0,0,0,0,0,40.37415595,-3.69876507544298,165000
1747,0,0,0,100.0,3,2.0,2.0,1,0,1,0,0,0,0,40.37863215,-3.7059501892991937,185000
1749,0,0,0,120.0,3,2.0,6.0,1,1,1,1,1,0,1,40.36727875,-3.712509095606202,260000
1750,0,0,0,70.0,4,1.0,3.0,0,0,0,0,0,1,0,40.39001560000001,-3.705424335977733,154000
1751,0,0,0,100.0,3,2.0,2.0,1,1,1,1,0,0,1,40.3719909,-3.6903920331665687,275000
1752,1,0,0,90.0,1,1.0,7.0,1,1,1,1,1,0,1,40.36727875,-3.712509095606202,270000
1754,0,0,0,110.0,3,2.0,9.0,1,1,1,1,0,0,0,40.3719909,-3.6903920331665687,270000
1755,0,0,0,100.0,3,2.0,0.0,1,1,1,1,1,0,0,40.3719909,-3.6903920331665687,220000
1756,0,1,0,88.0,4,1.0,2.0,1,1,0,0,0,0,0,40.39001560000001,-3.705424335977733,225000
1757,0,0,0,94.0,2,2.0,3.0,1,0,0,0,0,0,0,40.39001560000001,-3.705424335977733,225000
1759,0,0,0,67.0,3,1.0,3.0,1,0,0,0,1,0,0,40.39001560000001,-3.705424335977733,200000
1761,0,0,0,77.0,3,1.0,2.0,1,0,0,0,1,0,0,40.39001560000001,-3.705424335977733,138000
1762,0,0,0,65.0,3,1.0,3.0,0,0,0,0,1,0,0,40.37863215,-3.7059501892991937,147000
1764,0,0,0,68.0,2,1.0,2.0,1,1,0,0,0,0,0,40.3836929,-3.6990958688243847,125000
1766,0,0,0,64.0,3,1.0,2.0,1,1,0,0,0,1,0,40.37980770000001,-3.7152115887442614,122000
1767,0,0,0,74.0,3,1.0,4.0,1,0,0,0,1,1,0,40.3719909,-3.6903920331665687,139900
1769,0,0,0,118.0,3,2.0,4.0,1,1,0,0,1,0,0,40.36727875,-3.712509095606202,165000
1770,0,0,0,67.0,3,1.0,0.0,0,1,0,0,0,0,0,40.37980770000001,-3.7152115887442614,125000
1771,0,0,0,90.0,3,2.0,7.0,1,1,1,0,0,0,0,40.39001560000001,-3.705424335977733,280000
1773,0,0,0,110.0,3,2.0,1.0,1,1,1,1,1,0,0,40.3719909,-3.6903920331665687,255000
1774,0,0,0,82.0,3,1.0,3.0,1,0,0,0,0,0,0,40.3719909,-3.6903920331665687,138000
1778,0,0,0,74.0,3,1.0,0.0,1,1,0,0,1,1,0,40.37415595,-3.69876507544298,125000
1780,0,0,0,90.0,2,1.0,2.0,1,0,0,0,1,1,0,40.37863215,-3.7059501892991937,165000
1781,0,0,0,77.0,3,1.0,5.0,1,1,0,0,1,0,0,40.39001560000001,-3.705424335977733,155000
1782,0,0,0,78.0,3,1.0,1.0,1,1,0,1,0,1,0,40.3719909,-3.6903920331665687,135000
1783,0,0,0,114.0,4,2.0,1.0,1,0,0,0,0,1,0,40.37863215,-3.7059501892991937,215000
1785,0,0,0,90.0,2,2.0,1.0,1,1,1,1,0,0,1,40.3719909,-3.6903920331665687,250000
1787,0,0,0,59.0,2,1.0,1.0,1,1,0,0,1,0,0,40.3719909,-3.6903920331665687,119000
1790,0,0,0,85.0,3,1.0,1.0,1,0,0,0,0,0,0,40.3836929,-3.6990958688243847,128000
1791,0,0,0,90.0,2,2.0,3.0,1,1,1,0,0,0,1,40.3719909,-3.6903920331665687,225000
1792,0,0,0,111.0,3,2.0,4.0,1,1,0,0,1,0,0,40.39001560000001,-3.705424335977733,235000
1796,0,0,0,88.0,2,2.0,3.0,1,1,1,0,0,0,1,40.3719909,-3.6903920331665687,250000
1797,0,0,0,109.0,3,2.0,1.0,1,0,1,0,1,0,0,40.3836929,-3.6990958688243847,215000
1800,2,0,0,70.0,2,1.0,7.0,1,1,1,1,1,0,1,40.3719909,-3.6903920331665687,250000
1801,0,0,0,96.0,3,2.0,2.0,1,1,1,0,0,0,0,40.39001560000001,-3.705424335977733,215000
1802,0,0,0,82.0,3,1.0,0.0,1,1,0,0,1,0,0,40.37980770000001,-3.7152115887442614,165000
1805,0,0,0,126.0,3,2.0,1.0,1,1,1,1,1,0,0,40.3719909,-3.6903920331665687,260000
1806,0,0,0,80.0,3,1.0,2.0,1,1,0,1,0,0,0,40.37980770000001,-3.7152115887442614,195000
1807,0,0,0,80.0,3,1.0,2.0,1,1,0,0,0,0,0,40.37980770000001,-3.7152115887442614,195000
1809,0,0,0,72.0,2,1.0,2.0,1,0,0,0,0,0,0,40.3836929,-3.6990958688243847,130000
1811,0,0,0,50.0,2,1.0,2.0,1,0,0,0,0,0,0,40.39001560000001,-3.705424335977733,130000
1815,0,0,0,144.0,3,2.0,3.0,1,1,0,0,1,0,0,40.39001560000001,-3.705424335977733,350000
1816,0,0,0,90.0,3,1.0,0.0,1,0,0,0,1,1,0,40.3719909,-3.6903920331665687,170000
1820,0,0,0,78.0,3,1.0,0.0,1,0,0,0,1,0,0,40.37980770000001,-3.7152115887442614,130000
1821,0,1,0,63.0,3,1.0,3.0,1,1,0,0,1,0,0,40.3836929,-3.6990958688243847,139000
1827,0,0,0,60.0,2,1.0,2.0,1,0,0,1,0,1,0,40.3836929,-3.6990958688243847,120000
1828,0,0,0,110.0,3,2.0,0.0,1,1,1,1,0,0,0,40.3719909,-3.6903920331665687,179000
1829,0,0,0,73.0,3,1.0,3.0,1,0,0,0,0,0,0,40.39001560000001,-3.705424335977733,130000
1830,0,0,0,90.0,3,2.0,6.0,1,1,0,0,0,0,0,40.37415595,-3.69876507544298,390000
1831,0,0,0,73.0,3,1.0,3.0,1,0,0,0,0,0,0,40.39001560000001,-3.705424335977733,130000
1833,0,0,0,55.0,3,1.0,2.0,1,0,0,0,0,0,0,40.3836929,-3.6990958688243847,130000
1834,0,0,0,68.0,3,1.0,1.0,1,0,0,0,0,0,0,40.3719909,-3.6903920331665687,115000
1837,2,0,0,40.0,1,1.0,5.0,1,0,0,0,1,0,0,40.37863215,-3.7059501892991937,160000
1838,0,0,0,60.0,3,1.0,3.0,1,0,0,0,1,0,0,40.37863215,-3.7059501892991937,145000
1842,0,0,0,65.0,2,1.0,2.0,1,0,0,0,1,0,0,40.37863215,-3.7059501892991937,117000
1846,0,0,0,96.0,4,1.0,2.0,1,1,0,0,0,0,0,40.3836929,-3.6990958688243847,220000
1847,0,0,0,74.0,3,1.0,3.0,1,0,0,0,0,0,0,40.3836929,-3.6990958688243847,125000
1851,0,0,0,37.0,1,1.0,1.0,1,0,0,0,0,0,0,40.3836929,-3.6990958688243847,105000
1852,0,0,0,55.0,2,1.0,1.0,1,1,0,0,0,0,0,40.39001560000001,-3.705424335977733,129000
1853,0,0,0,81.0,3,1.0,0.0,1,1,0,0,0,0,0,40.3836929,-3.6990958688243847,160000
1855,0,0,0,120.0,3,2.0,7.0,1,1,1,0,0,0,1,40.3719909,-3.6903920331665687,275000
1856,0,1,0,59.0,3,1.0,2.0,1,1,0,0,0,0,0,40.3836929,-3.6990958688243847,198000
1862,0,0,0,68.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3719909,-3.6903920331665687,129900
1863,0,1,0,56.0,2,1.0,4.0,1,0,0,0,1,0,0,40.3836929,-3.6990958688243847,100000
1864,0,0,0,95.0,2,2.0,3.0,1,1,1,1,0,0,0,40.39001560000001,-3.705424335977733,310000
1865,0,0,0,102.0,3,2.0,6.0,1,1,1,0,1,0,0,40.37415595,-3.69876507544298,360000
1867,0,0,0,72.0,3,1.0,1.0,1,0,0,0,0,0,0,40.3836929,-3.6990958688243847,128000
1869,0,1,0,76.0,3,1.0,2.0,1,0,0,0,0,0,0,40.3719909,-3.6903920331665687,185000
1870,0,0,0,44.0,1,1.0,1.0,0,1,0,0,0,0,0,40.3836929,-3.6990958688243847,149000
1873,0,0,0,103.0,3,1.0,2.0,1,0,0,0,1,1,0,40.37980770000001,-3.7152115887442614,250000
1875,0,0,0,115.0,4,2.0,4.0,1,1,0,0,1,0,0,40.37415595,-3.69876507544298,180000
1877,0,0,1,75.0,2,1.0,2.0,1,0,0,0,1,0,0,40.37863215,-3.7059501892991937,179900
1878,0,0,0,81.0,3,1.0,2.0,1,0,0,1,1,1,0,40.37863215,-3.7059501892991937,185000
1882,0,0,0,66.0,3,1.0,4.0,1,0,0,0,1,0,0,40.3836929,-3.6990958688243847,110000
